"filename", "language", "JavaScript", "JSON", "JSON with Comments", "TypeScript JSX", "XML", "TypeScript", "Markdown", "CSS", "comment", "blank", "total"
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/gn.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/gq.svg", "XML", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/gr.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/gt.svg", "XML", 0, 0, 0, 0, 220, 0, 0, 0, 0, 1, 221
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/gu.svg", "XML", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/gw.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/gy.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/hk.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/hn.svg", "XML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/hr.svg", "XML", 0, 0, 0, 0, 58, 0, 0, 0, 0, 1, 59
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ht.svg", "XML", 0, 0, 0, 0, 116, 0, 0, 0, 0, 1, 117
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/hu.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/id.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ie.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/il.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/im.svg", "XML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/in.svg", "XML", 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 26
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/io.svg", "XML", 0, 0, 0, 0, 130, 0, 0, 0, 0, 1, 131
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/iq.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ir.svg", "XML", 0, 0, 0, 0, 219, 0, 0, 0, 0, 1, 220
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/is.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/it.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/je.svg", "XML", 0, 0, 0, 0, 45, 0, 0, 0, 0, 1, 46
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/jm.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/jo.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/jp.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ke.svg", "XML", 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 24
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/kg.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/kh.svg", "XML", 0, 0, 0, 0, 61, 0, 0, 0, 0, 1, 62
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ki.svg", "XML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/km.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/kn.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/kp.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/kr.svg", "XML", 0, 0, 0, 0, 24, 0, 0, 0, 0, 1, 25
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/kw.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ky.svg", "XML", 0, 0, 0, 0, 109, 0, 0, 0, 0, 1, 110
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/kz.svg", "XML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/la.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/lb.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/lc.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/li.svg", "XML", 0, 0, 0, 0, 43, 0, 0, 0, 0, 1, 44
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/lk.svg", "XML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 23
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/lr.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ls.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/lt.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/lu.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/lv.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ly.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ma.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mc.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/md.svg", "XML", 0, 0, 0, 0, 70, 0, 0, 0, 0, 1, 71
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/me.svg", "XML", 0, 0, 0, 0, 116, 0, 0, 0, 0, 1, 117
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mf.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mg.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mh.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mk.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ml.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mm.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mn.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mo.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mp.svg", "XML", 0, 0, 0, 0, 86, 0, 0, 0, 0, 1, 87
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mr.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ms.svg", "XML", 0, 0, 0, 0, 33, 0, 0, 0, 0, 1, 34
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mt.svg", "XML", 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 50
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mu.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mv.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mw.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mx.svg", "XML", 0, 0, 0, 0, 382, 0, 0, 0, 0, 1, 383
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/my.svg", "XML", 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/mz.svg", "XML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 22
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/na.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/nc.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ne.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ng.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ni.svg", "XML", 0, 0, 0, 0, 129, 0, 0, 0, 0, 1, 130
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/nl.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/no.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/np.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/nr.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/nu.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/nz.svg", "XML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/om.svg", "XML", 0, 0, 0, 0, 115, 0, 0, 0, 0, 1, 116
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pa.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pe.svg", "XML", 0, 0, 0, 0, 244, 0, 0, 0, 0, 1, 245
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pf.svg", "XML", 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 20
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pg.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ph.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pk.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pl.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pm.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pn.svg", "XML", 0, 0, 0, 0, 53, 0, 0, 0, 0, 1, 54
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pr.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ps.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pt.svg", "XML", 0, 0, 0, 0, 57, 0, 0, 0, 0, 1, 58
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/pw.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/py.svg", "XML", 0, 0, 0, 0, 157, 0, 0, 0, 0, 1, 158
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/qa.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/re.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ro.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/rs.svg", "XML", 0, 0, 0, 0, 292, 0, 0, 0, 0, 1, 293
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ru.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/rw.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sa.svg", "XML", 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sb.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sc.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sd.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/se.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sg.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sh.svg", "XML", 0, 0, 0, 0, 76, 0, 0, 0, 0, 1, 77
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/si.svg", "XML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 19
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sj.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sk.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sl.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sm.svg", "XML", 0, 0, 0, 0, 75, 0, 0, 0, 0, 1, 76
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sn.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/so.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sr.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ss.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/st.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sv.svg", "XML", 0, 0, 0, 0, 594, 0, 0, 0, 0, 1, 595
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sx.svg", "XML", 0, 0, 0, 0, 56, 0, 0, 0, 0, 1, 57
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sy.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/sz.svg", "XML", 0, 0, 0, 0, 34, 0, 0, 0, 0, 1, 35
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tc.svg", "XML", 0, 0, 0, 0, 50, 0, 0, 0, 0, 1, 51
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/td.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tg.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/th.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tj.svg", "XML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 23
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tk.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tl.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tm.svg", "XML", 0, 0, 0, 0, 205, 0, 0, 0, 0, 1, 206
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tn.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/to.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tr.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tt.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tv.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tw.svg", "XML", 0, 0, 0, 0, 34, 0, 0, 0, 0, 1, 35
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/tz.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ua.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ug.svg", "XML", 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 31
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/us.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/uy.svg", "XML", 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 29
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/uz.svg", "XML", 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 31
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/va.svg", "XML", 0, 0, 0, 0, 479, 0, 0, 0, 0, 1, 480
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/vc.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ve.svg", "XML", 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 27
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/vg.svg", "XML", 0, 0, 0, 0, 63, 0, 0, 0, 0, 1, 64
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/vi.svg", "XML", 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 29
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/vn.svg", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/vu.svg", "XML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 22
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/wf.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ws.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/xk.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 9
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/ye.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/yt.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/za.svg", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/zm.svg", "XML", 0, 0, 0, 0, 27, 0, 0, 0, 0, 1, 28
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/flags/zw.svg", "XML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 22
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/icon/browserconfig.xml", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/icon/safari-pinned-tab.svg", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/icon/site.webmanifest", "JSON", 0, 52, 0, 0, 0, 0, 0, 0, 0, 1, 53
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/parallax/1.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/parallax/2.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/parallax/3.svg", "XML", 0, 0, 0, 0, 137, 0, 0, 0, 0, 1, 138
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/parallax/4.svg", "XML", 0, 0, 0, 0, 111, 0, 0, 0, 0, 1, 112
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/parallax/5.svg", "XML", 0, 0, 0, 0, 99, 0, 0, 0, 0, 1, 100
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/parallax/6.svg", "XML", 0, 0, 0, 0, 74, 0, 0, 0, 0, 1, 75
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/parallax/7.svg", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/parallax/Background.svg", "XML", 0, 0, 0, 0, 68, 0, 0, 0, 0, 1, 69
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/public/svg/fallback_icon.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/stories/Homepage/burgermenuicon.stories.tsx", "TypeScript JSX", 0, 0, 0, 22, 0, 0, 0, 0, 2, 7, 31
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/stories/Homepage/cobe.stories.tsx", "TypeScript JSX", 0, 0, 0, 12, 0, 0, 0, 0, 0, 6, 18
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/stories/Homepage/footer.stories.tsx", "TypeScript JSX", 0, 0, 0, 12, 0, 0, 0, 0, 0, 6, 18
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/stories/Homepage/parts/parallax.stories.tsx", "TypeScript JSX", 0, 0, 0, 11, 0, 0, 0, 0, 0, 6, 17
"/Users/fgrimm/Desktop/CODE/sb-silverweb-beta/stories/Homepage/silverback-nav.stories.tsx", "TypeScript JSX", 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
